Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2015-01-02,24.2885799407959,24.75733433246641,23.848705532925308,24.746225733732643,212818400
2015-01-05,23.60433006286621,24.137510563273064,23.41771781993756,24.05753340346533,257142000
2015-01-06,23.606555938720703,23.866480902659614,23.244436602442416,23.66876002975555,263188400
2015-01-07,23.937572479248047,24.037543101651647,23.70430543372708,23.8153846563686,160423600
2015-01-08,24.857309341430664,24.915071014189344,24.148623329110514,24.2663687337548,237458000
2015-01-09,24.88397216796875,25.15944821244604,24.48408622039307,25.030595885456687,214798000
2015-01-12,24.27081298828125,25.021708011060305,24.170842354175225,25.01504352811119,198603200
2015-01-13,24.486299514770508,25.05946860281435,24.195272548447814,24.75511097972112,268367600
2015-01-14,24.39299774169922,24.546285914954115,24.104191087561126,24.224156850283055,195826400
2015-01-15,23.7309627532959,24.450755571546566,23.69541828686753,24.43742660850271,240056000
2015-01-16,23.54657554626465,23.899808391713535,23.371070153170933,23.77762055635253,314053200
2015-01-20,24.15306282043457,24.208602423426765,23.659870874674425,23.95756233314418,199599600
2015-01-21,24.33745574951172,24.67291374557186,24.0530915462912,24.204159340685063,194303600
2015-01-22,24.970609664916992,24.98616068833683,24.375224961946195,24.49519072615685,215185600
2015-01-23,25.09946060180664,25.270521850097733,24.77732985576787,24.9483927989933,185859200
2015-01-26,25.12611961364746,25.40603972695871,25.059473097577246,25.268300881851875,222460000
2015-01-27,24.246368408203125,24.988378369065714,24.221930847834546,24.9750477120884,382274800
2015-01-28,25.61708641052246,26.241352712133768,25.61708641052246,26.132493867924392,585908400
2015-01-29,26.414640426635742,26.47906658146117,25.672630311520884,25.841471210548402,337745600
2015-01-30,26.0280818939209,26.659011007530673,25.959211629596137,26.30355786641712,334982000
2015-02-02,26.35465431213379,26.474620069416556,25.788151324610777,26.225803709068003,250956400
2015-02-03,26.359098434448242,26.456846992487105,26.128053460560718,26.325774330486077,207662800
2015-02-04,26.561262130737305,26.772313662414053,26.283564085058188,26.32577473038041,280598800
2015-02-05,26.750843048095703,26.81552346177892,26.596948212034828,26.768684571272377,168984800
2015-02-06,26.525577545166016,26.819983953766112,26.418519895846156,26.768685106844938,174826400
2015-02-09,26.701772689819336,26.728535823049864,26.414057096227165,26.44082193108112,155559200
2015-02-10,27.21474838256836,27.243744041243854,26.799904567106204,26.80213369344804,248034000
2015-02-11,27.852638244628906,27.86155985781069,27.32181502249077,27.382033784438146,294247200
2015-02-12,28.20503044128418,28.43252729217205,28.006529254667925,28.115816023320768,297898000
2015-02-13,28.34331512451172,28.387921486223178,28.024374703566266,28.387921486223178,217088800
2015-02-17,28.510587692260742,28.744775313753916,28.307624860083543,28.434754845619533,252609600
2015-02-18,28.709095001220703,28.722476570465375,28.425839306967546,28.465985716325328,179566800
2015-02-19,28.64887046813965,28.778231291214368,28.622107333450753,28.65556125181187,149449600
2015-02-20,28.883058547973633,28.883058547973633,28.559658186966203,28.68678648192903,195793600
2015-02-23,29.66368865966797,29.66368865966797,28.91875173115956,28.99904455839835,283896400
2015-02-24,29.478567123413086,29.797509284798004,29.255531884464737,29.650305210312656,276912400
2015-02-25,28.724706649780273,29.351438523910552,28.581964234359486,29.34251520861996,298846800
2015-02-26,29.088247299194336,29.188612447930158,28.238483821586108,28.724698872604694,365150000
2015-02-27,28.65110206604004,29.121706454075337,28.602034051875457,28.994574761945206,248059200
2015-03-02,28.791610717773438,29.057023127860493,28.61541442209414,28.827297163536542,192386800
2015-03-03,28.851837158203125,28.88752361137346,28.568581466440758,28.762624428524774,151265200
2015-03-04,28.668941497802734,28.8964383419141,28.619876887550163,28.79384406150389,126665200
2015-03-05,28.19388771057129,28.715789396216216,28.048914452906374,28.67787381084009,226068400
2015-03-06,28.23625946044922,28.854066291893886,28.160428299880568,28.63772184896465,291368400
2015-03-09,28.356691360473633,28.898668592933195,27.892777798765373,28.53958013169779,354114000
2015-03-10,27.770111083984375,28.374536225114486,27.61175630840771,28.19387827158483,275426400
2015-03-11,27.263826370239258,27.828105236740377,27.234832402571282,27.82364528080061,275756000
2015-03-12,27.756729125976562,27.857095983937246,27.12776994892551,27.279433948436857,193450800
2015-03-13,27.56492042541504,27.96861530732183,27.33965609143995,27.74558010024849,207309200
2015-03-16,27.868236541748047,27.868236541748047,27.404324802387695,27.62958904016138,143497200
2015-03-17,28.334400177001953,28.39684977873759,28.024381295797163,28.08014011186456,204092400
2015-03-18,28.653331756591797,28.807226585568305,28.184958187699582,28.3254697478802,261083600
2015-03-19,28.436986923217773,28.82729850843841,28.414683744387002,28.715780912661085,183238000
2015-03-20,28.080129623413086,28.637715874194154,27.915084065955917,28.604261958348598,274780400
2015-03-23,28.372304916381836,28.515047294811897,28.218410098352425,28.352232567051065,150838800
2015-03-24,28.256328582763672,28.557424045367036,28.227332919212298,28.376767788779087,131369200
2015-03-25,27.518075942993164,28.28531739650257,27.518075942993164,28.222867827332855,206620800
2015-03-26,27.709896087646484,27.852638496598882,27.344118452002995,27.379804905052964,190291600
2015-03-27,27.489091873168945,27.812492273380254,27.41326071236719,27.78349830630142,158184800
2015-03-30,28.18496322631836,28.191654011100663,27.656369107406743,27.66752154979312,188398800
2015-03-31,27.75227165222168,28.211723646988165,27.73665925535943,28.122509221365174,168362400
2015-04-01,27.712125778198242,27.906167030034535,27.455634937713125,27.839255784125836,162485600
2015-04-02,27.950773239135742,28.004301214594047,27.69874405729689,27.88609282221278,128880400
2015-04-06,28.40352439880371,28.43921083755577,27.729959032777632,27.761183815874155,148776000
2015-04-07,28.104663848876953,28.575266518887044,28.097973065655605,28.468210584098642,140049200
2015-04-08,28.013219833374023,28.191648667996017,27.872708274705047,28.06897863149046,149316800
2015-04-09,28.22732925415039,28.23179091025135,27.803563812213568,28.068974495030893,129936000
2015-04-10,28.347774505615234,28.372308514546486,27.937390540989917,28.091283676912617,160752000
2015-04-13,28.292015075683594,28.675637597580586,28.23848710357814,28.631027834516196,145460400
2015-04-14,28.169343948364258,28.390148300373983,28.08236036419002,28.325467893901763,102098400
2015-04-15,28.276405334472656,28.354467322293967,28.10466896126578,28.193883390900293,115881600
2015-04-16,28.140350341796875,28.347773142664174,28.126968774522698,28.16488434954854,113476000
2015-04-17,27.823637008666992,28.133655753836106,27.758956606215577,28.002065822438016,207828000
2015-04-20,28.45929527282715,28.57527284479324,27.917319590812674,28.006534023968626,188217200
2015-04-21,28.305400848388672,28.593114787416958,28.251871169925256,28.570813307159423,129740400
2015-04-22,28.686782836914062,28.742541630114875,28.173802960440604,28.32323611782918,150618000
2015-04-23,28.920969009399414,29.088245380675282,28.579725484256365,28.615411926907704,183083600
2015-04-24,29.057024002075195,29.135087679124773,28.82283637417335,29.10386288895432,178103600
2015-04-27,29.58561897277832,29.692678322930522,29.251066160858862,29.5097878188559,387816800
2015-04-28,29.119476318359375,30.00715549653363,28.898673639710793,29.989315674685976,475696000
2015-04-29,28.691247940063477,29.349201098226022,28.615416788979697,29.030262396360513,253544400
2015-04-30,27.912853240966797,28.6912455461602,27.7857232558686,28.6912455461602,332781600
2015-05-01,28.760387420654297,29.02357071775286,27.946310328523392,28.124737461725672,234050400
2015-05-04,28.704631805419922,29.121709976263308,28.606495765221478,28.88306066003097,203953200
2015-05-05,28.057830810546875,28.6488727707442,28.05336915332445,28.581961525397052,197085600
2015-05-06,27.88163185119629,28.269712636977108,27.513623417372457,28.227335402903112,288564000
2015-05-07,28.054088592529297,28.237741344342492,27.776368463460372,27.944343603852865,175763600
2015-05-08,28.582639694213867,28.582639694213867,28.244449394350983,28.37211038441791,222201600
2015-05-11,28.29149627685547,28.569214730234957,28.136958582513895,28.531140770644967,168143200
2015-05-12,28.190698623657227,28.416903836436045,27.95553282608733,28.130226637433704,192640000
2015-05-13,28.22205924987793,28.4863401637973,28.19070403201726,28.253414467738597,138776800
2015-05-14,28.880516052246094,28.880516052246094,28.47961701341695,28.535608709298568,180814000
2015-05-15,28.84020233154297,29.001458681586257,28.714781485389686,28.907393046971297,152832000
2015-05-18,29.158241271972656,29.276943414923643,28.748381575241645,28.75286186859711,203531600
2015-05-19,29.131372451782227,29.312785069878043,29.035064920500517,29.270230817739375,178532800
2015-05-20,29.12912368774414,29.33517274939842,28.96786730602124,29.11568622551097,145819600
2015-05-21,29.427003860473633,29.48075713398518,29.077616126305756,29.131369399817306,158921600
2015-05-22,29.6845645904541,29.780872112370172,29.429242519914673,29.474038623575858,182384000
2015-05-26,29.030582427978516,29.767435289034083,28.91859900134078,29.69800611131276,282790400
2015-05-27,29.572586059570312,29.621859047780447,29.126894144574283,29.191843037689388,183332800
2015-05-28,29.514360427856445,29.55243439413968,29.362064562723507,29.5322781915422,122933200
2015-05-29,29.17840003967285,29.440440835950447,29.093291545724245,29.39116785708155,203538000
2015-06-01,29.23662757873535,29.427000745322438,29.126886022611334,29.178397435025925,128451200
2015-06-02,29.106733322143555,29.26350943361036,28.963394674879204,29.08433527016419,134670400
2015-06-03,29.142566680908203,29.326221146183553,29.093293698393502,29.2635106988854,123934000
2015-06-04,28.972354888916016,29.245594747947784,28.87157047934669,29.021627874476714,153800400
2015-06-05,28.813331604003906,29.046259023339374,28.748382726330405,29.003704778414857,142507200
2015-06-08,28.622961044311523,28.93875508914068,28.405712949709557,28.869322502416942,210699200
2015-06-09,28.537857055664062,28.685676004307577,28.134717730578338,28.376600642137156,224301600
2015-06-10,28.864845275878906,28.967868100801432,28.634158012582517,28.64983562186176,156349200
2015-06-11,28.79989242553711,29.15599884743888,28.775255938756725,28.93203202851262,141563600
